# CHO example----NEW1

362 atoms
3 atom types

14.6679 57.7486    xlo xhi
-3.57675 39.504    ylo yhi
-7.75075 35.33     zlo zhi


Masses

1 1.0080
2 12.0107
3 15.9994


Atoms
 	
 	1	1	0.0 	54.3383	6.98396	2.52298
	2	2	0.0 	53.8758	7.83377	3.06798
	3	2	0.0 	53.4599	7.37765	4.46674
	4	1	0.0 	52.9905	8.18039	2.49324
	5	1	0.0 	54.6209	8.65387	3.12528
	6	1	0.0 	54.3584	7.06099	5.0408
	7	1	0.0 	52.8009	6.48782	4.36141
	8	2	0.0 	52.6918	8.46422	5.23389
	9	2	0.0 	53.6107	9.59749	5.72239
	10	1	0.0 	52.2102	7.98803	6.11633
	11	1	0.0 	51.8825	8.86911	4.58961
	12	1	0.0 	54.0702	10.1254	4.85944
	13	1	0.0 	54.4366	9.15471	6.32178
	14	2	0.0 	52.8666	10.6092	6.6087
	15	2	0.0 	51.9585	11.5441	5.79125
	16	1	0.0 	53.6239	11.2249	7.14187
	17	1	0.0 	52.2769	10.0659	7.3774
	18	1	0.0 	51.1694	10.9625	5.26896
	19	1	0.0 	52.5731	12.0474	5.01246
	20	2	0.0 	51.3044	12.6311	6.65922
	21	2	0.0 	50.1658	12.0787	7.52993
	22	1	0.0 	50.8882	13.4089	5.98084
	23	1	0.0 	52.0716	13.1212	7.29836
	24	1	0.0 	50.5693	11.348	8.26321
	25	1	0.0 	49.4368	11.5589	6.87261
	26	2	0.0 	49.4595	13.2108	8.28943
	27	2	0.0 	48.3759	12.7028	9.25922
	28	1	0.0 	49.0237	13.9402	7.57403
	29	1	0.0 	50.2167	13.7649	8.88729
	30	1	0.0 	47.9427	13.5763	9.79429
	31	1	0.0 	48.8579	12.0599	10.0282
	32	2	0.0 	47.2297	11.9054	8.60662
	33	2	0.0 	46.4558	12.7182	7.55599
	34	1	0.0 	46.5366	11.6038	9.41964
	35	1	0.0 	47.6227	10.9708	8.15339
	36	1	0.0 	47.1459	12.9892	6.72971
	37	1	0.0 	46.0845	13.6661	7.99899
	38	2	0.0 	45.2997	11.9208	6.92528
	39	2	0.0 	44.0981	11.6826	7.8569
	40	1	0.0 	45.6835	10.9379	6.57338
	41	1	0.0 	44.9459	12.4642	6.02157
	42	1	0.0 	44.4116	11.1063	8.7521
	43	1	0.0 	43.3698	11.0509	7.30218
	44	2	0.0 	43.408	12.9894	8.28669
	45	2	0.0 	41.9672	12.7664	8.77647
	46	1	0.0 	43.3609	13.6838	7.41888
	47	1	0.0 	44.0036	13.4928	9.07671
	48	1	0.0 	41.3792	12.2985	7.95639
	49	1	0.0 	41.494	13.7524	8.96782
	50	2	0.0 	41.843	11.8785	10.0303
	51	2	0.0 	42.5487	12.4221	11.2894
	52	1	0.0 	42.2465	10.8679	9.80691
	53	1	0.0 	40.7651	11.7306	10.2474
	54	1	0.0 	43.647	12.4044	11.1229
	55	1	0.0 	42.3648	11.7287	12.1362
	56	2	0.0 	42.1412	13.8474	11.7068
	57	2	0.0 	40.6338	14.0593	11.949
	58	1	0.0 	42.4811	14.5627	10.9276
	59	1	0.0 	42.6971	14.1175	12.631
	60	1	0.0 	40.0451	13.7994	11.0445
	61	1	0.0 	40.4875	15.1529	12.0917
	62	2	0.0 	40.0879	13.3503	13.2074
	63	2	0.0 	39.4173	12.0013	12.8875
	64	1	0.0 	39.3257	14.0174	13.6677
	65	1	0.0 	40.8952	13.2206	13.9556
	66	1	0.0 	40.1693	11.2608	12.549
	67	1	0.0 	38.7107	12.1542	12.0419
	68	2	0.0 	38.6109	11.4362	14.0765
	69	2	0.0 	39.3696	10.3822	14.9056
	70	1	0.0 	37.7142	10.9257	13.6605
	71	1	0.0 	38.2124	12.2442	14.7254
	72	1	0.0 	39.7498	9.59055	14.2232
	73	1	0.0 	38.6496	9.87648	15.584
	74	2	0.0 	40.5498	10.9209	15.7359
	75	2	0.0 	40.1944	12.0451	16.7277
	76	1	0.0 	41.3486	11.2741	15.0513
	77	1	0.0 	40.9866	10.073	16.3079
	78	1	0.0 	39.8524	12.9485	16.1812
	79	1	0.0 	41.1259	12.3267	17.2664
	80	2	0.0 	39.131	11.625	17.7531
	81	2	0.0 	38.9253	12.7205	18.8093
	82	1	0.0 	39.4449	10.6823	18.2526
	83	1	0.0 	38.1733	11.4486	17.2223
	84	1	0.0 	38.6274	13.6737	18.3234
	85	1	0.0 	39.8953	12.911	19.3191
	86	2	0.0 	37.8985	12.3267	19.8876
