# CHO example----NEW1

362 atoms
3 atom types

-20.8238 21.8542    xlo xhi
-3.34399 39.334     ylo yhi
16.5282	59.2062     zlo zhi


Masses

1 1.0080
2 12.0107
3 15.9994


Atoms
 	
 		1	1	0.0 	6.88128	10.5149	47.0123	
	2	2	0.0 	7.09212	10.2819	45.9488	
	3	2	0.0 	8.55857	9.89482	45.7501	
	4	1	0.0 	6.8335	11.1615	45.3218	
	5	1	0.0 	6.44212	9.43339	45.6472	
	6	1	0.0 	8.69253	9.59038	44.6891	
	7	1	0.0 	8.7965	9.00978	46.3756	
	8	2	0.0 	9.52306	11.0585	46.0442	
	9	2	0.0 	9.71366	11.3463	47.5468	
	10	1	0.0 	9.14256	11.9787	45.5487	
	11	1	0.0 	10.505	10.8389	45.5754	
	12	1	0.0 	8.72745	11.3603	48.0557	
	13	1	0.0 	10.1331	12.3696	47.6654	
	14	2	0.0 	10.6308	10.3374	48.2634	
	15	2	0.0 	12.1216	10.5866	47.9721	
	16	1	0.0 	10.354	9.29943	47.9913	
	17	1	0.0 	10.4607	10.4454	49.3572	
	18	1	0.0 	12.3576	11.6472	48.2095	
	19	1	0.0 	12.3391	10.4371	46.8959	
	20	2	0.0 	13.0388	9.69799	48.8326	
	21	2	0.0 	13.1504	8.24324	48.3345	
	22	1	0.0 	12.6607	9.68658	49.8783	
	23	1	0.0 	14.0476	10.1569	48.8868	
	24	1	0.0 	12.1362	7.82176	48.1714	
	25	1	0.0 	13.6173	7.63286	49.1386	
	26	2	0.0 	13.9785	8.06332	47.046	
	27	2	0.0 	15.4523	8.49876	47.1952	
	28	1	0.0 	13.4876	8.57425	46.1902	
	29	1	0.0 	13.9627	6.97917	46.7969	
	30	1	0.0 	16.1016	7.72855	46.7231	
	31	1	0.0 	15.7395	8.54334	48.2691	
	32	2	0.0 	15.7278	9.84701	46.5042	
	33	2	0.0 	17.0183	10.524	46.9966	
	34	1	0.0 	14.8902	10.5492	46.7013	
	35	1	0.0 	15.7665	9.70127	45.4034	
	36	1	0.0 	16.9054	10.762	48.0773	
	37	1	0.0 	17.138	11.4935	46.465	
	38	2	0.0 	18.296	9.68795	46.8117	
	39	2	0.0 	18.6072	9.38905	45.3337	
	40	1	0.0 	18.2102	8.74592	47.3912	
	41	1	0.0 	19.1385	10.2655	47.2514	
	42	1	0.0 	18.5255	10.3331	44.7514	
	43	1	0.0 	17.8607	8.67704	44.9237	
	44	2	0.0 	20.0296	8.8314	45.1375	
	45	2	0.0 	20.1806	7.36501	45.5884	
	46	1	0.0 	20.7506	9.46117	45.7036	
	47	1	0.0 	20.3091	8.92833	44.0668	
	48	1	0.0 	19.6082	7.18979	46.5226	
	49	1	0.0 	21.2454	7.1743	45.847	
	50	2	0.0 	19.7195	6.35183	44.524	
	51	2	0.0 	20.8001	6.10573	43.456	
	52	1	0.0 	18.7779	6.69727	44.0492	
	53	1	0.0 	19.4997	5.39054	45.0382	
	54	1	0.0 	21.7502	5.8369	43.9679	
	55	1	0.0 	20.9953	7.03138	42.8782	
	56	2	0.0 	20.4422	4.94312	42.5124	
	57	2	0.0 	19.3539	5.27751	41.4766	
	58	1	0.0 	20.109	4.07148	43.1175	
	59	1	0.0 	21.3626	4.61797	41.9789	
	60	1	0.0 	18.4664	5.72821	41.9685	
	61	1	0.0 	19.0261	4.31655	41.0284	
	62	2	0.0 	19.8685	6.20901	40.3648	
	63	2	0.0 	18.8575	6.38411	39.2195	
	64	1	0.0 	20.8307	5.82858	39.9565	
	65	1	0.0 	20.0653	7.21263	40.7984	
	66	1	0.0 	19.2042	7.23753	38.596	
	67	1	0.0 	17.8676	6.66083	39.6372	
	68	2	0.0 	18.745	5.12916	38.3309	
	69	2	0.0 	17.9866	5.39956	37.0138	
	70	1	0.0 	18.26	4.3005	38.8889	
	71	1	0.0 	19.7722	4.78857	38.0727	
	72	1	0.0 	18.5023	4.83829	36.2036	
	73	1	0.0 	18.052	6.46719	36.7186	
	74	2	0.0 	16.5225	4.91729	37.023	
	75	2	0.0 	15.6028	5.65215	38.013	
	76	1	0.0 	16.5064	3.83216	37.267	
	77	1	0.0 	16.1036	5.00605	35.9986	
	78	1	0.0 	15.9832	5.50641	39.0451	
	79	1	0.0 	14.6019	5.16778	37.9893	
	80	2	0.0 	15.432	7.1593	37.7375	
	81	2	0.0 	14.6578	7.46681	36.4354	
	82	1	0.0 	16.413	7.67244	37.7695	
	83	1	0.0 	14.8483	7.57905	38.586	
	84	1	0.0 	13.906	8.25973	36.6306	
	85	1	0.0 	14.0694	6.57628	36.1243	
	86	2	0.0 	15.5597	7.88845	35.2587	
	87	2	0.0 	16.1647	9.30223	35.3867	
	88	1	0.0 	14.9777	7.81877	34.3157	
	89	1	0.0 	16.3904	7.16339	35.1469	
	90	1	0.0 	16.8496	9.4683	34.5278	
	91	1	0.0 	16.8035	9.35548	36.2928	
	92	2	0.0 	15.1436	10.4586	35.4418	
	93	2	0.0 	14.0966	10.4641	34.3137	
	94	1	0.0 	15.703	11.4196	35.4145	
	95	1	0.0 	14.6172	10.4358	36.4198	
	96	1	0.0 	13.4245	11.3349	34.479	
	97	1	0.0 	13.4642	9.55645	34.3889	
	98	2	0.0 	14.7252	10.5867	32.9139	
	99	2	0.0 	13.6634	10.6694	31.8011	
	100	1	0.0 	15.408	9.73553	32.7204	
	101	1	0.0 	15.3381	11.5143	32.8827	
	102	1	0.0 	14.1278	11.1019	30.8874	
	103	1	0.0 	12.8621	11.3763	32.1108	
	104	2	0.0 	13.0293	9.30815	31.454	
	105	2	0.0 	13.9158	8.4728	30.5115	
	106	1	0.0 	12.0558	9.50214	30.9599	
	107	1	0.0 	12.8127	8.73628	32.38	
	108	1	0.0 	14.9293	8.38205	30.9563	
	109	1	0.0 	14.039	9.00115	29.5405	
	110	2	0.0 	13.3655	7.04594	30.2925	
	111	2	0.0 	12.6362	6.85231	28.9488	
	112	1	0.0 	12.7246	6.72048	31.1388	
	113	1	0.0 	14.2295	6.34516	30.2916	
	114	1	0.0 	12.3948	5.7729	28.829	
	115	1	0.0 	13.3306	7.11713	28.1214	
	116	2	0.0 	11.3441	7.67	28.7876	
	117	2	0.0 	10.2561	7.27057	29.8011	
	118	1	0.0 	10.9575	7.49034	27.7604	
	119	1	0.0 	11.5805	8.7499	28.856	
	120	1	0.0 	10.5858	7.49598	30.8339	
	121	1	0.0 	10.104	6.17042	29.7408	
	122	2	0.0 	8.90309	7.95009	29.5182	
	123	2	0.0 	8.87306	9.45473	29.8474	
	124	1	0.0 	8.10984	7.43437	30.1029	
	125	1	0.0 	8.64545	7.8104	28.4451	
	126	1	0.0 	7.9875	9.88811	29.3352	
	127	1	0.0 	9.76946	9.96387	29.4381	
	128	2	0.0 	8.74489	9.72817	31.3566	
	129	2	0.0 	8.95358	11.212	31.7116	
	130	1	0.0 	9.51314	9.14963	31.9099	
	131	1	0.0 	7.75549	9.37916	31.7213	
	132	1	0.0 	9.97057	11.5189	31.3817	
	133	1	0.0 	8.93098	11.3204	32.8183	
	134	2	0.0 	7.92366	12.1741	31.0926	
	135	2	0.0 	6.49696	11.9376	31.6166	
	136	1	0.0 	7.94817	12.0934	29.9866	
	137	1	0.0 	8.23324	13.2111	31.3494	
	138	1	0.0 	6.52544	11.8916	32.7275	
	139	1	0.0 	6.1081	10.9611	31.2621	
	140	2	0.0 	5.5259	13.0642	31.22	
	141	2	0.0 	5.30613	13.2275	29.7016	
	142	1	0.0 	5.91096	14.0266	31.6228	
	143	1	0.0 	4.54908	12.8906	31.7191	
	144	1	0.0 	6.26381	13.5132	29.2172	
	145	1	0.0 	4.6113	14.0806	29.5388	
	146	2	0.0 	4.73853	11.9858	28.9913	
	147	2	0.0 	3.33525	11.6066	29.4945	
	148	1	0.0 	5.43749	11.1315	29.0994	
	149	1	0.0 	4.6801	12.2188	27.9052	
	150	1	0.0 	2.69033	12.5129	29.4775	
	151	1	0.0 	3.38526	11.248	30.5451	
	152	2	0.0 	2.67021	10.5337	28.6193	
	153	2	0.0 	3.24097	9.13015	28.873	
	154	1	0.0 	2.76731	10.8011	27.5439	
	155	1	0.0 	1.58456	10.5195	28.8625	
	156	1	0.0 	3.08296	8.86806	29.9408	
	157	1	0.0 	4.33438	9.11752	28.6757	
	158	2	0.0 	2.56387	8.09641	27.959	
	159	2	0.0 	2.83196	6.64664	28.4058	
	160	1	0.0 	2.95923	8.22912	26.9279	
	161	1	0.0 	1.4746	8.28888	27.9094	
	162	1	0.0 	3.90722	6.54931	28.6753	
	163	1	0.0 	2.6653	5.96212	27.5455	
	164	2	0.0 	1.96326	6.20398	29.606	
	165	2	0.0 	0.710718	5.38891	29.2153	
	166	1	0.0 	1.68316	7.06337	30.2477	
	167	1	0.0 	2.58681	5.5468	30.2511	
	168	1	0.0 	0.192295	5.06409	30.1442	
	169	1	0.0 	1.03892	4.46493	28.6905	
	170	2	0.0 	-0.295811	6.12763	28.3165	
	171	2	0.0 	-0.978727	7.30683	29.0287	
	172	1	0.0 	-1.08289	5.40537	28.0065	
	173	1	0.0 	0.208279	6.45985	27.3851	
	174	1	0.0 	-0.221099	7.96025	29.5066	
	175	1	0.0 	-1.64648	6.9188	29.829	
	176	2	0.0 	-1.79247	8.15069	28.0407	
	177	2	0.0 	-2.31241	9.42578	28.7191	
	178	1	0.0 	-2.64753	7.55298	27.6545	
	179	1	0.0 	-1.13938	8.42819	27.1864	
	180	1	0.0 	-1.46413	10.0038	29.1441	
	181	1	0.0 	-2.96382	9.1349	29.5723	
	182	2	0.0 	-3.13448	10.3194	27.775	
	183	2	0.0 	-2.36731	10.8592	26.5498	
	184	1	0.0 	-3.53684	11.1759	28.3577	
	185	1	0.0 	-4.01498	9.74426	27.4129	
	186	1	0.0 	-3.03673	11.5434	25.9862	
	187	1	0.0 	-2.14959	10.0194	25.856	
	188	2	0.0 	-1.0457	11.5889	26.867	
	189	2	0.0 	-1.17304	12.7722	27.843	
	190	1	0.0 	-0.611879	11.9589	25.9124	
	191	1	0.0 	-0.314065	10.8608	27.2769	
	192	1	0.0 	-0.156297	13.1981	27.9943	
	193	1	0.0 	-1.52776	12.4158	28.8334	
	194	2	0.0 	-2.10497	13.876	27.3234	
	195	2	0.0 	-2.06558	15.1058	28.239	
	196	1	0.0 	-3.14587	13.4886	27.285	
	197	1	0.0 	-1.79939	14.1725	26.2955	
	198	1	0.0 	-1.04983	15.5592	28.2023	
	199	1	0.0 	-2.27401	14.7938	29.2869	
	200	2	0.0 	-3.10775	16.144	27.807	
	201	2	0.0 	-3.07579	17.3744	28.7265	
	202	1	0.0 	-4.11319	15.6735	27.8394	
	203	1	0.0 	-2.90237	16.4597	26.7601	
	204	1	0.0 	-2.06399	17.8334	28.6676	
	205	1	0.0 	-3.24168	17.0677	29.7831	
	206	2	0.0 	-4.11244	18.4372	28.3224	
	207	2	0.0 	-5.53386	18.0647	28.7784	
	208	1	0.0 	-4.08836	18.5901	27.2211	
	209	1	0.0 	-3.8196	19.3957	28.801	
	210	1	0.0 	-5.55513	17.9596	29.8837	
	211	1	0.0 	-5.81008	17.0785	28.3514	
	212	2	0.0 	-6.59404	19.0789	28.3084	
	213	2	0.0 	-6.56956	20.41	29.079	
	214	1	0.0 	-7.60269	18.6229	28.4164	
	215	1	0.0 	-6.45187	19.2848	27.2247	
	216	1	0.0 	-7.27348	21.108	28.5751	
	217	1	0.0 	-5.5664	20.8767	28.9873	
	218	2	0.0 	-7.00794	20.2624	30.5554	
	219	2	0.0 	-5.91501	20.7075	31.5384	
	220	1	0.0 	-7.28252	19.2108	30.7877	
	221	1	0.0 	-7.93182	20.8569	30.7326	
	222	1	0.0 	-4.94365	20.2531	31.2468	
	223	1	0.0 	-6.1733	20.3221	32.5494	
	224	2	0.0 	-5.80533	22.2393	31.6061	
	225	2	0.0 	-4.72832	22.7004	32.5991	
	226	1	0.0 	-6.78467	22.6457	31.9435	
	227	1	0.0 	-5.60176	22.6654	30.5998	
	228	1	0.0 	-4.76825	22.0767	33.5191	
	229	1	0.0 	-4.97242	23.7381	32.8993	
	230	2	0.0 	-3.31459	22.6589	31.9892	
	231	2	0.0 	-2.22717	23.0721	33.0034	
	232	1	0.0 	-3.26757	23.3029	31.0834	
	233	1	0.0 	-3.10197	21.6192	31.6604	
	234	1	0.0 	-1.32322	22.4527	32.8108	
	235	1	0.0 	-2.54405	22.8424	34.0448	
	236	2	0.0 	-1.79556	24.5466	32.9017	
	237	2	0.0 	-2.9363	25.5256	33.2173	
	238	1	0.0 	-1.39776	24.7534	31.8837	
	239	1	0.0 	-0.961926	24.698	33.6193	
	240	1	0.0 	-3.51514	25.1745	34.0997	
	241	1	0.0 	-3.62562	25.552	32.3456	
	242	2	0.0 	-2.44229	26.9589	33.4692	
	243	2	0.0 	-1.81194	27.12	34.8627	
	244	1	0.0 	-3.32201	27.6347	33.3862	
	245	1	0.0 	-1.71401	27.2597	32.684	
	246	1	0.0 	-0.800099	26.6608	34.8714	
	247	1	0.0 	-2.43878	26.5995	35.6203	
	248	2	0.0 	-1.70129	28.5991	35.2528	
	249	2	0.0 	-1.08918	28.7507	36.6544	
	250	1	0.0 	-2.71486	29.0515	35.2297	
	251	1	0.0 	-1.06539	29.1323	34.5119	
	252	1	0.0 	-0.0292874	28.4165	36.6114	
	253	1	0.0 	-1.61122	28.0845	37.3727	
	254	2	0.0 	-1.12191	30.2077	37.1533	
	255	2	0.0 	-2.49551	30.6362	37.7051	
	256	1	0.0 	-0.836903	30.8864	36.3193	
	257	1	0.0 	-0.351855	30.339	37.945	
	258	1	0.0 	-3.308	30.2916	37.0314	
	259	1	0.0 	-2.53386	31.7476	37.7227	
	260	2	0.0 	-2.74237	30.1205	39.1325	
	261	2	0.0 	-4.15392	30.4919	39.6095	
	262	1	0.0 	-1.98468	30.5647	39.8129	
	263	1	0.0 	-2.63128	29.0166	39.1622	
	264	1	0.0 	-4.89141	30.0973	38.876	
